,HalfBath,KitchenAbvGr,FullBath,OverallCond,BsmtHalfBath,BedroomAbvGr,OverallQual,GarageCars,Fireplaces,BsmtFullBath,SalePrice_log
490,1,1,1,6,0,3,5,1,1,0,11.652687407345388
491,0,1,1,7,0,3,6,1,2,1,11.79810440720389
492,1,1,2,5,0,3,6,2,0,0,12.059803326028716
493,1,1,1,6,0,3,5,1,1,0,11.951180395901384
494,0,1,1,8,0,2,5,1,0,0,11.421906066583059
495,0,1,1,5,0,2,4,0,0,0,10.460242108190519
497,0,1,2,6,0,4,7,1,0,1,12.122691036591123
498,0,1,1,7,0,3,5,1,0,0,11.77528972943772
499,0,1,1,7,1,2,5,1,0,0,11.695247021764184
500,1,1,1,5,0,3,6,1,0,0,11.635143097694478
501,1,1,2,5,0,3,7,2,0,0,12.33138283649562
502,0,1,1,7,0,2,5,2,0,1,11.84939770159144
503,0,1,2,8,0,1,7,2,2,1,12.57418196709457
504,1,1,2,5,1,3,6,2,1,0,11.898187865760873
505,0,2,2,5,0,4,5,2,0,0,11.732060994886899
506,1,1,2,5,0,3,8,2,1,0,12.2783933071098
507,0,1,2,5,0,2,6,2,0,0,12.246734627249063
508,0,1,2,9,0,3,7,2,1,0,11.9891596439666
509,0,1,1,6,0,3,5,1,0,1,11.732060994886899
510,0,1,1,7,0,2,5,1,2,1,12.01309450854769
511,0,1,2,5,0,2,7,2,1,0,12.219309648562168
512,0,1,1,5,0,3,5,2,0,1,11.77452020265869
513,1,1,1,5,0,3,6,2,0,0,11.805595078933049
514,0,1,1,5,0,2,5,1,0,0,11.477298287327077
516,1,1,2,6,0,3,6,2,1,0,11.970350312009105
517,1,1,2,5,0,3,7,3,1,0,12.487485104968359
518,1,1,2,5,0,3,6,2,0,1,12.259613412458204
519,1,1,1,9,0,3,7,1,2,0,12.363076394339839
521,1,1,1,6,0,3,6,1,2,0,11.918390573078392
522,0,1,2,7,0,3,6,2,2,0,11.976659481202368
524,1,1,2,5,0,3,7,3,1,1,12.662706040212738
525,0,1,2,5,0,3,7,2,1,0,12.078239274020289
526,0,1,1,7,0,2,5,1,0,0,11.790557201568507
527,1,1,2,5,0,3,9,3,1,1,13.008659261632127
528,0,1,1,7,0,2,4,0,0,1,11.362102575235644
530,0,1,2,5,0,3,6,2,1,1,12.072541252905651
531,0,1,2,8,0,3,6,2,0,0,11.759785542901755
534,1,1,2,5,0,3,8,2,1,0,12.089538829274222
535,0,1,1,7,0,3,5,0,0,1,11.585246126549855
536,1,1,2,5,0,3,7,2,0,0,12.144197241812087
537,0,1,1,5,0,3,4,2,0,0,11.619535200028487
538,1,1,1,5,0,3,5,1,1,0,11.970350312009105
539,0,1,2,5,0,3,8,2,1,1,12.513557345278134
540,0,1,2,5,0,2,9,3,1,1,12.66032791780777
541,1,1,2,5,0,4,8,3,1,0,12.421184025147118
542,0,1,2,5,0,3,7,2,1,1,12.270220465353926
543,0,1,1,5,0,1,7,1,0,1,11.79810440720389
544,1,1,2,5,0,3,7,2,1,1,12.09884928474215
545,1,1,2,5,0,4,7,3,0,0,12.341477282536376
546,1,1,1,7,0,3,6,2,1,0,12.254862809699606
547,0,1,1,7,0,2,5,2,0,1,11.771436160121729
548,0,1,1,7,0,2,5,2,0,1,11.736069016284437
549,1,1,2,5,0,4,7,2,1,0,12.479909311159902
550,0,1,2,6,0,2,6,2,0,0,11.84939770159144
551,0,1,1,6,0,3,5,1,0,0,11.630708500626612
554,1,1,2,5,0,3,7,3,1,1,12.556729517143344
555,0,1,1,6,0,2,5,1,1,0,11.635143097694478
556,0,1,1,5,0,2,5,1,1,1,11.856515169360305
557,1,1,1,6,0,3,4,1,0,0,11.589886506106357
558,1,1,2,5,1,3,7,2,1,0,12.072541252905651
559,0,1,2,5,0,2,7,2,1,0,12.363076394339839
560,1,1,1,6,0,3,5,2,1,1,11.70766954176274
561,0,1,1,5,0,2,5,2,1,1,12.043553716032399
562,0,1,1,6,0,3,5,0,1,1,11.589886506106357
563,0,1,2,7,0,4,6,2,1,0,12.128111104060462
564,1,1,2,5,0,4,7,2,1,1,12.498742259492994
565,1,1,1,4,0,4,6,1,0,1,11.759785542901755
566,1,1,2,5,0,4,9,3,1,0,12.691580461311874
567,0,1,2,5,0,3,7,2,0,0,12.273731294003989
568,1,1,1,8,0,1,8,2,1,1,12.66539442642905
569,0,1,1,5,0,2,5,2,2,1,11.820116003810051
570,0,2,2,5,0,6,5,2,0,0,11.867798786962332
571,0,1,1,6,0,2,6,1,0,1,11.695247021764184
572,1,1,2,5,0,3,7,2,0,0,12.321630986164447
573,1,1,2,5,0,3,7,2,1,0,12.043553716032399
574,0,1,1,7,1,3,5,1,0,0,11.842229212112828
575,0,1,1,5,0,2,5,1,0,0,11.682668239557323
576,0,1,2,7,1,3,7,1,1,0,11.884489021402711
577,0,1,1,6,0,3,5,2,2,1,12.010665849187564
578,0,1,2,5,0,2,7,2,0,0,11.891361900690473
579,0,1,2,5,0,4,5,1,0,0,11.786762130599957
580,0,1,1,6,1,3,6,2,2,0,12.111212364506214
582,0,1,1,5,0,3,6,0,0,1,11.682668239557323
583,1,1,3,9,0,3,10,2,1,0,12.691580461311874
584,0,1,1,7,0,3,4,1,0,0,11.79810440720389
585,0,1,2,5,0,2,8,3,2,1,12.820987977820545
586,0,1,1,7,0,2,6,1,0,1,11.77528972943772
587,0,1,1,6,0,2,5,2,0,1,11.827736204810263
588,0,1,1,8,0,1,5,1,2,2,11.870599909242044
589,0,1,1,6,0,2,5,1,0,0,11.283512300642423
590,1,1,2,5,0,3,7,2,0,0,12.132964173709535
591,1,1,2,5,0,3,10,3,1,1,13.021326833226556
592,0,1,1,8,0,2,5,2,0,1,11.835008964139341
593,0,1,1,5,0,1,6,2,0,1,11.84939770159144
594,0,1,1,6,0,3,5,1,0,0,11.608235644774552
595,0,1,2,5,0,3,8,3,1,1,12.672946381766982
596,0,1,1,7,0,3,6,1,0,0,11.648365035864053
597,2,1,0,5,2,2,7,3,1,0,12.17664898415669
598,0,1,2,6,0,3,5,2,1,1,12.289954129510877
599,1,1,2,6,0,3,6,2,1,1,11.925035115797062
600,1,1,2,5,0,3,8,2,1,1,12.524526376648708
601,1,1,1,6,0,3,6,1,1,0,11.856515169360305
602,1,1,2,5,0,3,8,2,1,1,12.301382825334498
603,1,1,2,5,0,2,7,2,0,0,11.925035115797062
604,0,1,2,5,0,3,7,2,1,1,12.30591798049989
605,1,1,2,6,0,3,7,2,3,0,12.230765258120545
606,0,1,1,5,0,3,5,2,0,1,11.931635799828413
607,0,1,3,8,0,3,5,1,0,1,12.323855681186558
608,1,1,2,6,0,4,8,2,2,0,12.791356180214175
609,0,1,1,5,0,3,4,1,0,1,11.682668239557323
610,1,1,2,5,0,3,9,3,2,1,12.65395846952229
611,0,1,2,6,1,3,6,2,1,0,11.904967552746252
612,1,1,2,5,0,3,8,2,1,1,12.474189562487116
613,0,1,1,5,0,3,5,0,0,0,11.898187865760873
614,0,1,1,6,0,1,4,0,0,1,11.231887935237117
615,0,1,1,7,0,3,6,2,0,1,11.831379196088763
616,1,1,2,5,0,3,6,2,1,1,12.118333731222167
617,0,1,1,6,0,2,6,2,0,0,11.566466231898259
619,1,1,2,5,0,4,8,3,2,1,12.628067055589549
620,0,1,1,3,0,2,3,0,0,1,11.112447898373103
621,1,1,2,7,0,4,6,2,1,0,12.388394202324129
622,0,1,1,6,0,3,5,2,0,0,11.813030057420567
623,1,1,2,5,0,2,6,2,1,0,12.034691028774553
624,2,1,1,5,0,4,6,2,1,1,12.014609430818936
625,1,1,1,6,0,3,6,2,0,0,11.982929094215963
626,0,1,1,5,0,3,5,1,1,0,11.848683160653573
627,0,1,1,6,0,3,6,1,2,1,11.938193200374572
628,2,1,1,5,1,5,5,2,2,0,11.813030057420567
629,1,1,1,5,0,3,6,2,0,1,12.034691028774553
630,0,1,1,6,0,3,5,1,0,0,11.728036844587175
631,0,1,2,5,0,2,8,2,1,0,12.25247901834433
632,0,1,2,5,0,3,7,2,1,0,11.320553572322773
633,0,1,1,7,1,3,5,1,0,0,11.845102777308561
634,0,2,0,5,0,0,6,2,0,2,11.877568578558138
635,0,2,2,7,0,8,6,0,0,0,12.206072645530174
636,0,1,1,3,0,1,2,0,1,0,11.002099841204238
637,0,2,2,4,0,3,5,1,0,0,11.440354772135393
638,0,1,1,7,0,2,5,0,0,0,11.350406535472453
639,0,1,2,5,0,1,8,3,1,1,12.485827127509431
640,1,1,1,5,0,1,8,2,1,0,12.520883385370206
641,1,1,2,5,0,3,7,2,1,1,12.328290278254423
642,1,1,2,7,0,4,8,2,3,1,12.751299696013497
643,1,1,2,5,0,4,5,2,0,0,11.931635799828413
644,1,1,2,5,0,2,9,3,1,1,12.823628446539173
645,1,1,1,5,0,3,6,2,0,1,11.872346634576987
647,0,1,1,5,0,3,6,2,2,0,11.951180395901384
648,1,1,1,5,0,4,6,2,1,0,11.951180395901384
649,0,1,1,6,0,1,4,0,0,1,11.344506813345266
650,1,1,2,6,0,3,7,2,0,0,12.235388699864227
651,0,1,1,5,0,4,4,1,1,1,11.589886506106357
652,1,1,2,5,0,2,7,2,1,0,12.160028707028767
653,0,1,1,7,0,3,6,1,0,0,11.813030057420567
655,1,1,1,5,0,3,6,1,0,0,11.385092093460344
656,1,1,1,7,0,3,5,1,0,1,11.887931365593685
657,1,1,1,6,0,3,7,1,1,0,11.911701584927597
658,0,1,1,5,1,3,6,1,1,0,11.487607656985938
659,0,1,1,7,0,3,5,2,0,1,12.025749091398891
660,1,1,2,7,0,3,7,2,1,0,12.195517131590657
661,1,1,2,7,0,4,8,3,1,1,12.904207367601158
662,0,1,1,3,0,2,6,2,2,1,11.608235644774552
663,0,1,2,5,0,3,4,2,0,1,11.831379196088763
665,1,1,2,5,0,3,8,2,1,0,12.348006141418841
666,1,1,2,5,0,3,6,2,1,0,11.76756768334381
667,0,1,2,5,0,3,6,2,1,1,12.173032791451973
668,1,1,1,6,0,3,5,2,1,1,12.031719258385396
669,0,1,1,5,0,2,4,1,1,0,11.831379196088763
670,1,1,2,5,0,3,6,2,0,1,12.063932878369052
671,0,1,2,6,0,3,6,1,0,1,11.54829260880752
672,1,1,1,6,0,3,6,2,1,1,12.013700752882718
673,0,1,2,7,0,3,6,2,2,1,12.458774999085929
674,0,1,1,6,0,3,6,1,1,1,11.84939770159144
675,1,1,2,6,0,3,6,2,1,0,11.908340237224891
676,0,2,2,2,0,4,4,3,0,1,11.37366339763672
677,0,1,1,8,0,2,5,1,0,0,11.603679828238693
679,0,1,1,5,0,3,5,2,0,1,11.763684183317412
680,0,1,2,5,0,2,6,1,1,0,11.870599909242044
681,0,1,1,5,0,3,5,1,0,0,11.979385322467598
682,0,1,1,5,0,2,6,2,1,1,12.061046873479915
683,0,1,2,5,0,3,9,3,1,1,12.560244459250788
684,1,1,2,5,0,4,7,2,0,0,12.30591798049989
685,0,1,2,5,0,3,7,2,1,1,12.24288661865289
686,0,1,3,6,0,3,7,2,0,0,12.336552511980964
687,1,1,2,5,0,2,7,2,0,0,11.910358401381128
688,0,1,2,6,0,2,8,2,1,1,12.8790171187726
689,0,1,2,5,0,2,6,2,1,0,12.17921519136029
690,0,1,1,5,0,1,6,2,1,1,11.856515169360305
692,1,1,2,5,0,4,7,2,2,1,12.721885810807203
693,0,1,1,6,0,2,5,1,0,0,11.594321103174222
694,1,1,1,6,0,3,5,2,0,0,11.86005499606543
695,0,1,2,6,0,2,6,2,1,1,12.078239274020289
696,0,1,1,7,0,2,5,1,0,0,11.396391648714276
697,0,1,1,7,1,2,5,1,0,0,11.72399643505017
698,0,1,1,8,0,3,5,1,1,1,11.83862560460953
699,0,1,2,5,0,2,7,2,0,0,12.185869938212655
700,0,1,2,5,0,3,8,3,1,1,12.652359748158593
701,1,1,1,5,0,3,7,2,0,0,11.84939770159144
702,1,1,2,5,0,4,8,3,1,0,12.799175708864519
703,0,2,2,9,0,4,5,2,1,0,11.84939770159144
704,0,1,2,5,0,3,7,2,0,1,12.269047444691562
706,0,1,2,5,0,2,7,2,2,1,12.618182296357007
707,0,1,2,5,0,2,8,2,1,1,12.445089546000673
708,1,1,2,5,0,3,7,2,1,0,12.09815330331068
709,0,1,1,7,0,3,5,1,0,0,11.607326140391713
710,0,1,1,6,0,2,3,0,0,0,10.858998997563564
711,0,1,1,7,0,2,4,1,0,0,11.540307141711446
712,0,1,2,5,0,2,8,2,1,1,12.14950229404178
713,0,1,1,5,0,3,4,2,0,1,11.76756768334381
714,1,1,2,8,0,3,6,2,0,0,11.779128505744886
715,0,1,2,5,0,3,6,2,1,0,12.013700752882718
716,1,1,1,8,0,3,7,2,0,0,11.979799201207037
717,1,1,1,6,1,3,5,2,1,0,11.964001084330445
718,1,1,2,5,0,3,7,3,1,1,12.739637756265655
719,1,1,1,6,0,3,5,1,1,0,11.763684183317412
720,0,1,2,5,0,2,8,2,1,1,12.524526376648708
721,0,1,1,5,0,1,6,2,0,1,11.870599909242044
722,0,1,1,7,0,3,4,2,0,0,11.732060994886899
723,0,1,2,6,0,4,4,1,0,0,11.813030057420567
724,0,1,2,5,0,3,9,3,1,1,12.676076274775909
725,0,1,1,6,0,3,4,2,0,0,11.699405031912846
726,0,1,2,9,0,3,6,2,1,1,12.310432660854417
727,0,1,2,5,0,2,7,2,0,1,12.178187442040638
728,0,2,2,5,0,4,5,3,0,1,11.608235644774552
729,0,1,1,5,0,2,4,2,0,0,11.542484267211773
730,0,1,2,5,0,2,8,2,1,1,12.373703486914124
731,0,1,2,5,0,3,7,2,1,1,12.141534124392603
732,1,1,2,5,0,3,7,2,1,0,12.312682380588432
733,0,1,1,6,0,3,5,1,1,1,11.786001385032646
734,0,1,1,5,0,3,5,1,0,0,11.589886506106357
735,1,1,1,7,0,2,7,2,2,0,12.0015054797889
737,1,1,2,5,0,3,8,3,1,0,12.387977448827787
738,0,1,3,5,0,3,5,0,0,3,12.095141084822892
739,1,1,2,5,0,3,7,2,0,0,12.154779351142624
740,0,1,2,7,0,2,5,2,0,0,11.790557201568507
741,0,1,1,8,1,3,6,1,0,1,11.863582336583399
742,0,1,2,5,0,3,7,2,0,0,12.095141084822892
743,0,1,2,6,1,3,5,2,1,0,12.072541252905651
744,0,1,2,5,0,2,8,2,1,1,12.100712129872347
745,1,1,3,9,1,4,8,2,2,0,12.610870864650634
746,1,1,2,5,0,4,7,2,1,0,12.371587084007746
747,1,1,1,7,0,4,7,4,1,0,12.491172637278908
748,0,1,2,5,0,3,7,2,1,1,12.46997418931655
750,0,1,1,7,0,3,4,0,0,0,11.477298287327077
751,1,1,2,5,0,3,7,2,0,0,11.99535161421452
752,0,1,2,5,0,3,6,2,0,1,12.287652632522597
753,1,1,2,5,0,3,8,3,1,0,12.526342907575106
754,0,1,1,8,0,3,6,2,0,1,11.957611286231675
755,1,1,2,5,0,3,6,2,0,0,12.058152515453552
756,1,1,2,5,0,3,8,2,0,0,12.26434155365415
757,1,1,2,5,0,3,6,2,1,0,11.976030352524807
758,1,1,2,5,0,3,7,2,0,0,12.097373228606832
759,1,1,2,5,0,4,8,3,1,0,12.577636201962656
760,0,1,1,6,0,2,6,1,0,0,11.755871643580617
761,0,1,1,5,0,2,5,2,0,0,11.512925464970229
762,1,1,2,5,0,3,7,2,0,0,12.279323107269766
763,1,1,2,5,0,3,8,3,1,1,12.727838209334498
764,1,1,1,5,0,2,8,2,1,1,12.506177237980511
765,0,1,2,5,0,2,9,2,1,0,12.484204257170104
766,1,1,2,5,0,3,7,2,1,0,12.188417710291453
767,0,1,2,7,0,4,6,1,0,1,11.982929094215963
769,1,1,3,5,0,4,8,3,1,1,13.195613839143922
770,0,1,1,5,0,2,5,2,0,1,11.812289042195847
771,0,1,1,5,0,2,4,2,0,0,11.532728092266408
772,0,1,1,5,0,3,6,2,1,1,11.580584113444043
773,0,1,1,5,0,2,5,1,0,0,11.648330101976432
775,0,1,2,5,0,2,6,2,0,1,11.99535161421452
776,0,1,2,5,0,3,7,3,0,0,12.308177868467327
777,0,1,1,5,0,3,5,2,1,1,11.867097278690842
779,0,1,1,5,0,2,6,2,0,1,11.813030057420567
780,0,1,2,5,0,3,7,2,1,0,12.078239274020289
781,1,1,2,5,0,3,6,2,0,0,12.077670930725649
782,0,1,2,5,0,3,7,2,0,0,12.139398512262181
783,0,1,1,6,0,1,5,2,1,1,12.016726473799254
784,0,1,2,6,0,3,6,0,1,0,11.759785542901755
785,0,1,2,5,0,3,6,2,1,0,11.992260421644849
786,0,1,2,6,0,4,5,1,0,1,11.842229212112828
787,1,1,2,5,0,4,7,2,0,1,12.358793732547838
788,0,1,1,7,0,2,4,1,0,0,11.588960151246226
789,1,1,2,8,0,5,6,2,0,0,12.141534124392603
790,0,1,2,5,0,2,7,2,1,0,11.984178313616395
791,0,1,1,5,0,3,6,2,2,1,11.896826395162552
792,1,1,2,5,0,3,7,2,1,1,12.50539915757667
793,0,1,2,5,0,3,8,2,0,0,12.323855681186558
794,1,1,2,5,0,3,7,2,1,0,12.178187442040638
795,1,1,2,6,0,3,6,2,1,0,12.049418835484797
796,1,1,1,5,0,3,6,2,1,0,11.874090314181814
797,0,1,1,5,0,2,5,1,0,0,11.608235644774552
799,1,1,1,7,0,3,5,1,2,1,12.072541252905651
800,1,1,2,5,0,4,6,2,0,1,12.206072645530174
801,0,1,1,7,0,2,4,2,0,1,11.607326140391713
802,1,1,2,5,0,3,7,2,1,1,12.14950229404178
804,0,1,1,5,0,2,5,1,0,0,11.678439903447801
805,0,1,2,5,0,3,7,2,0,0,12.33569641332368
806,0,1,2,5,0,3,5,1,0,0,11.816726919301892
807,1,1,1,6,0,3,5,2,1,2,12.31716669303576
808,0,1,1,5,0,3,5,2,1,1,11.982616545377663
809,0,3,2,5,0,2,5,2,0,0,11.571194373094205
810,1,1,1,6,0,3,6,2,1,1,12.106252310247962
811,0,1,1,5,0,1,6,2,1,1,11.881034786534624
812,0,1,1,5,0,2,5,2,0,0,10.932981961904135
813,1,1,1,6,0,4,6,1,0,0,11.969717200243734
814,1,1,1,7,1,3,5,1,0,0,11.661345470088502
815,0,1,2,5,0,3,7,2,0,0,12.323411137947407
816,0,1,1,6,0,2,5,1,1,0,11.827736204810263
817,0,1,2,5,0,3,8,3,2,1,12.509874099861838
818,0,1,1,7,0,3,6,2,0,1,11.951180395901384
819,0,1,2,5,0,2,7,2,1,1,12.319401330837177
820,1,1,2,5,0,3,7,2,0,0,12.117241431823558
821,0,1,1,4,0,2,4,2,0,0,11.440354772135393
822,1,1,2,5,0,3,7,2,1,0,12.323855681186558
823,0,1,2,7,0,3,6,1,1,0,11.845819880243557
824,0,1,2,5,0,3,8,2,1,0,12.3570755190667
826,0,1,1,6,0,2,5,0,0,1,11.603679828238693
827,0,1,2,5,0,3,7,2,1,0,12.14950229404178
828,1,1,2,5,1,3,5,2,0,0,12.128111104060462
829,1,1,2,5,0,2,7,2,0,0,11.900905258737373
830,1,1,1,5,0,3,6,2,2,1,12.01974306733868
831,1,1,2,5,0,2,7,2,0,0,11.925035115797062
832,1,1,2,6,0,3,7,2,1,1,12.375815420117268
833,1,1,1,6,0,3,6,2,0,0,12.025749091398891
834,0,1,1,6,0,3,5,2,0,1,11.8490404949436
835,0,1,2,7,0,2,4,2,0,0,11.759785542901755
836,0,1,1,6,0,2,5,2,0,1,11.941455846009388
837,1,1,1,5,0,2,6,1,0,1,11.512925464970229
838,1,1,1,6,0,3,5,1,0,0,11.877568578558138
839,0,1,1,6,0,3,5,1,0,0,11.779128505744886
840,0,1,2,8,0,4,6,1,0,0,11.84939770159144
841,0,1,2,8,0,3,5,2,1,0,11.967180737247824
842,1,1,1,7,0,3,6,2,0,1,12.071969661006694
844,1,1,1,8,0,4,5,3,1,0,11.94405831982697
845,0,1,2,5,0,3,5,2,2,1,12.049418835484797
846,1,1,2,5,0,3,7,2,1,1,12.269047444691562
847,0,1,1,6,0,3,5,1,1,1,11.801856756822442
848,0,1,3,8,0,5,6,2,1,0,12.388394202324129
849,1,1,2,7,0,3,6,2,1,0,12.138863895836725
850,0,1,1,5,0,1,6,2,0,1,11.786762130599957
851,0,1,2,5,0,2,8,2,1,0,12.2783933071098
852,0,1,2,5,0,4,7,1,2,0,12.007621706806335
853,1,1,1,6,0,3,6,2,1,0,11.970350312009105
854,1,1,1,4,0,3,5,2,1,1,12.043553716032399
855,1,1,1,8,0,3,5,1,0,1,11.751942365440728
856,0,1,1,6,0,3,6,2,0,1,11.898187865760873
857,1,1,2,5,0,3,6,2,1,0,12.066810578196666
858,0,1,2,5,0,3,7,2,1,0,11.931635799828413
859,1,1,2,7,0,4,6,2,1,1,12.429216196844383
860,1,1,1,8,0,3,7,1,1,0,12.154516158615772
861,1,1,1,4,0,3,5,2,0,1,11.786762130599957
862,0,1,2,5,0,3,6,2,0,0,11.931635799828413
863,0,1,1,5,0,3,5,1,0,1,11.794337924408413
864,0,1,2,5,0,3,7,2,0,0,12.431533509799543
865,0,1,1,6,0,3,5,2,0,1,11.908340237224891
866,0,1,2,5,0,3,8,3,1,0,12.424806488355683
867,1,1,1,5,0,3,4,2,0,1,11.76756768334381
869,1,1,2,5,0,3,7,2,1,1,12.371587084007746
870,0,1,1,5,0,2,5,1,0,0,11.603679828238693
871,1,1,2,5,0,3,6,2,0,0,12.20856952572876
872,0,1,1,7,0,3,5,2,0,0,11.661345470088502
873,0,1,1,7,0,3,5,1,1,0,11.79810440720389
874,1,1,1,6,0,3,5,1,0,0,11.104957226643945
875,1,1,2,5,0,4,8,2,1,0,12.623061104072981
876,0,1,1,5,0,3,4,2,0,1,11.792449349720545
877,1,1,2,5,0,4,9,3,1,1,12.765688433465597
878,0,1,1,7,0,3,5,2,0,1,11.904967552746252
879,0,1,1,8,0,3,5,1,0,1,11.824079893607152
880,1,1,1,5,0,2,5,2,0,1,11.964001084330445
881,1,1,2,5,0,3,7,2,1,0,12.141534124392603
882,1,1,2,5,0,3,6,2,1,0,12.089538829274222
883,0,1,1,5,0,5,4,1,0,1,11.682668239557323
884,0,1,1,5,0,3,5,1,0,0,11.512925464970229
885,0,1,2,5,0,2,9,2,1,1,12.703509032177148
886,0,2,2,5,0,4,5,2,0,0,11.884489021402711
887,1,1,1,7,0,3,5,1,0,0,11.816726919301892
889,0,1,1,4,0,2,6,2,1,1,11.915051671812877
890,0,1,1,7,0,3,5,2,1,0,11.719126295554126
891,1,1,2,5,0,3,6,2,1,0,12.058152515453552
892,0,1,1,8,1,3,6,1,0,0,11.947949375319936
893,0,1,1,5,0,3,5,1,1,1,12.013700752882718
895,1,1,1,5,0,4,6,2,1,1,11.84939770159144
896,0,1,1,6,0,2,4,1,0,0,11.575900264131617
899,0,1,1,7,0,3,5,1,1,0,11.813030057420567
900,0,1,1,6,0,2,4,1,0,0,11.608235644774552
901,0,1,1,7,0,2,5,1,0,1,11.938193200374572
902,1,1,2,5,0,3,7,2,1,0,12.100712129872347
903,0,1,2,5,0,3,7,3,1,0,12.388394202324129
904,0,1,1,6,0,3,5,1,0,0,11.740061037553975
905,0,1,1,5,0,3,5,1,0,1,11.759785542901755
906,0,1,2,5,0,3,8,3,1,1,12.449018824140563
907,1,1,1,7,0,3,7,1,1,0,12.429216196844383
908,0,1,1,5,0,2,5,2,0,1,11.782952602183288
909,1,1,2,5,0,3,6,2,1,0,12.066810578196666
910,0,2,2,5,0,5,5,2,0,0,11.946654038351252
911,1,1,1,7,0,3,5,1,0,0,11.874090314181814
912,0,1,1,7,0,3,5,1,0,0,11.385092093460344
913,0,2,2,6,0,4,5,3,0,0,11.884489021402711
914,1,1,2,5,0,2,6,2,0,0,12.065274916913605
915,1,1,1,5,0,3,4,1,0,0,11.225243392518447
916,0,1,0,3,0,1,2,1,0,1,10.47194980911048
917,0,1,1,6,0,3,4,1,0,0,11.813030057420567
918,1,1,2,5,0,4,7,3,1,1,12.380025952653611
919,0,1,1,8,0,3,6,2,1,1,12.081076155355488
920,1,1,2,5,1,3,6,2,0,0,12.211060187041213
921,2,2,2,7,0,4,5,0,0,2,11.890676734510876
922,0,1,2,5,0,3,6,2,1,0,12.043494890772815
923,0,1,2,5,0,2,6,2,1,1,12.170445467887022
924,0,1,2,6,0,3,6,2,1,1,12.24288661865289
925,0,1,2,6,1,3,5,2,0,0,12.072541252905651
926,1,1,2,5,0,4,8,3,1,0,12.560244459250788
927,1,1,2,5,0,4,7,2,1,0,12.078239274020289
929,1,1,2,5,0,4,7,2,1,0,12.310432660854417
930,0,1,2,5,0,3,8,3,0,0,12.211060187041213
931,0,1,1,6,1,2,5,1,0,0,11.67419361256635
933,0,1,2,5,0,3,7,2,0,0,12.154779351142624
935,0,1,1,5,0,1,4,2,0,0,11.288531131754366
936,0,1,2,5,0,2,7,2,0,1,12.127570417375216
937,1,1,2,5,0,3,7,2,1,0,12.441144767709657
938,1,1,2,5,0,3,7,3,0,0,12.38755635142507
939,0,1,2,7,0,4,7,1,2,0,12.406561506279576
940,0,2,2,5,0,4,6,2,0,0,11.924372644755941
941,1,1,2,5,0,3,7,2,1,1,12.273731294003989
942,0,2,2,3,0,4,4,0,0,2,11.918390573078392
943,0,2,2,4,0,4,5,2,0,0,11.870599909242044
944,0,1,1,6,1,3,6,2,1,0,11.831379196088763
945,0,1,1,6,0,2,5,2,0,0,11.73526869611367
946,0,1,1,6,0,3,5,1,1,1,11.870599909242044
947,0,1,2,5,0,3,8,3,1,1,12.506177237980511
948,1,1,2,5,0,3,7,2,1,0,12.167851432709975
949,1,1,1,7,0,3,6,2,1,1,12.193493863323313
950,0,1,1,8,0,3,5,2,0,1,11.76756768334381
951,0,1,1,5,0,3,5,1,0,1,11.694413341015606
952,0,1,1,8,1,2,5,1,0,0,11.804848531679264
953,1,1,2,4,1,4,5,2,1,0,12.05524975579559
954,0,0,2,5,2,4,6,0,0,0,11.755871643580617
955,0,2,2,6,0,4,6,2,0,0,11.884489021402711
956,1,1,1,6,0,2,6,2,1,0,11.728036844587175
957,0,1,1,5,0,3,5,2,0,0,11.790557201568507
958,0,1,2,5,0,3,7,2,0,1,12.128111104060462
959,1,1,2,5,0,3,7,2,0,1,11.951180395901384
960,0,1,1,7,0,2,5,0,0,1,11.665646551987892
961,1,1,2,7,0,4,6,2,1,1,12.513557345278134
962,1,1,2,6,0,3,6,2,1,1,11.951180395901384
964,1,1,2,5,0,4,7,2,1,1,12.277928082630602
965,1,1,2,5,0,3,6,2,1,0,12.09458226949681
966,1,1,1,7,0,2,5,1,2,1,11.982929094215963
967,0,1,1,7,0,3,5,1,0,1,11.813030057420567
968,0,1,1,6,0,2,3,0,0,0,10.542706391070517
969,0,1,1,5,0,2,6,1,0,1,11.84939770159144
970,1,1,1,4,0,4,4,0,0,0,11.813030057420567
971,0,1,2,5,0,2,7,2,0,0,12.061046873479915
972,0,1,2,5,0,2,6,1,1,0,11.507912923146684
973,0,1,2,5,0,3,7,2,0,0,12.111761966058932
974,0,1,1,8,0,3,7,2,0,0,12.028738630247258
975,1,1,2,5,0,3,7,2,0,1,12.013700752882718
976,0,1,1,7,0,2,4,0,0,0,11.356271654924852
977,1,1,1,5,0,1,7,2,0,1,12.205572520488492
978,0,1,1,5,0,3,4,2,0,0,11.608235644774552
979,0,1,1,6,0,3,5,2,0,1,11.842229212112828
980,0,1,1,9,0,3,7,2,0,1,12.091783499128047
981,1,1,2,5,0,4,8,3,1,1,12.724866438945341
982,0,1,2,5,0,2,7,2,1,0,11.982272628789678
983,1,1,2,5,0,4,8,2,1,0,12.45254202214788
985,0,1,1,5,0,3,5,1,0,1,11.736069016284437
986,0,1,1,8,0,2,6,1,0,0,11.669929213779893
987,1,1,2,5,0,3,9,3,1,1,12.88712700173598
988,1,1,2,6,0,4,6,2,1,0,12.180754837545884
